Index,Affaires,Dates,Documents,Liens,Pays,TVA,Droits d'accises,Taxation des produits énergétiques et de l'électricité,Douane,Droits de succession,Fusion,Taxe sur les véhicules,Libre circulation des capitaux,"Principes, objectifs et missions des Traités",Boissons spiritueuses,Libre circulation des marchandises,Restrictions quantitatives,Mesures d'effet équivalent,Liberté d'établissement,Plus-values,Coopération administrative,Tabacs manufacturés,Impôts indirects,Citoyenneté de l'Union,Libre circulation des travailleurs,Relations extérieures,Association européenne de libre-échange,Taxe d'immatriculation,Rapprochement des législations,Adhésion,Dispositions financières,Ressources propres,Transports,Agriculture et Pêche,Environnement,Départements français d'outre-mer,Denrées alimentaires,Monopoles d'État à caractère commercial,Concurrence,Aides accordées par les États,Total
0,C-341/20,16/09/2021,ECLI:EU:C:2021:744,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62020CJ0341,Italie,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,C-787/19,27/01/2021,ECLI:EU:C:2021:72,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62019CJ0787,Autriche,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,C-371/19,18/11/2020,ECLI:EU:C:2020:936,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62019CJ0371,Allemagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,C-276/19,14/05/2020,ECLI:EU:C:2020:368,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62019CJ0276,Royaume-Uni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,C-91/18,11/07/2019,ECLI:EU:C:2019:600,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62018CJ0091,Grèce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,C-51/18,19/12/2018,ECLI:EU:C:2018:1035,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62018CJ0051,Autriche,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,C-590/16,08/02/2018,ECLI:EU:C:2018:77,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62016CJ0590,Grèce,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7,C-380/16,08/02/2018,ECLI:EU:C:2018:76,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62016CJ0380,Allemagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,C-98/16,04/05/2017,ECLI:EU:C:2017:346,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62016CJ0098,Grèce,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,C-616/15,21/09/2017,ECLI:EU:C:2017:721,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62015CJ0616,Allemagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,C-274/15,04/05/2017,ECLI:EU:C:2017:333,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62015CJ0274,Luxembourg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,C-200/15,16/06/2016,ECLI:EU:C:2016:453,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62015CJ0200,Portugal,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12,C-126/15,29/06/2017,ECLI:EU:C:2017:504,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62015CJ0126,Portugal,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13,C-22/15,25/02/2016,ECLI:EU:C:2016:118,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62015CJ0022,Pays-Bas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,C-114/14,21/04/2015,ECLI:EU:C:2015:249,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62014CJ0114,Suède,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,C-112/14,13/11/2014,ECLI:EU:C:2014:2369,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62014CJ0112,Royaume-Uni,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,C-678/13,04/06/2015,ECLI:EU:C:2015:358,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62013CJ0678,Pologne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,C-640/13,18/12/2014,ECLI:EU:C:2014:2457,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62013CJ0640,Royaume-Uni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,C-639/13,18/12/2014,ECLI:EU:C:2014:2468,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62013CJ0639,Pologne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,C-502/13,05/03/2015,ECLI:EU:C:2015:143,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62013CJ0502,Luxembourg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20,C-479/13,05/03/2015,ECLI:EU:C:2015:141,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62013CJ0479,France,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21,C-115/13,10/04/2014,ECLI:EU:C:2014:253,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62013CJ0115,Hongrie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,C-197/12,21/03/2013,ECLI:EU:C:2013:202,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62012CJ0197,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,C-55/12,25/04/2013,ECLI:EU:C:2013:274,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62012CJ0055,Irlande,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
24,C-360/11,17/01/2013,ECLI:EU:C:2013:17,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62011CJ0360,Espagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,C-216/11,14/03/2013,ECLI:EU:C:2013:162,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62011CJ0216,France,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
26,C-189/11,26/09/2013,ECLI:EU:C:2013:587,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62011CJ0189,Espagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,C-164/11,25/10/2012,ECLI:EU:C:2012:665,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62011CJ0164,France,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28,C-119/11,28/02/2012,ECLI:EU:C:2012:104,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62011CJ0119,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,C-108/11,14/03/2013,ECLI:EU:C:2013:161,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62011CJ0108,Irlande,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,C-64/11,25/04/2013,ECLI:EU:C:2013:264,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62011CJ0064,Espagne,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,C-624/10,15/12/2011,ECLI:EU:C:2011:849,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62010CJ0624,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,C-596/10,08/03/2012,ECLI:EU:C:2012:130,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62010CJ0596,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,C-524/10,08/03/2012,ECLI:EU:C:2012:129,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62010CJ0524,Portugal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,C-274/10,28/07/2011,ECLI:EU:C:2011:530,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62010CJ0274,Hongrie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,C-38/10,06/09/2012,ECLI:EU:C:2012:521,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62010CJ0038,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,C-539/09,15/11/2011,ECLI:EU:C:2011:733,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62009CJ0539,Allemagne,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37,C-453/09,12/05/2011,ECLI:EU:C:2011:296,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62009CJ0453,Allemagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,C-441/09,12/05/2011,ECLI:EU:C:2011:295,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62009CJ0441,Autriche,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,C-433/09,22/12/2010,ECLI:EU:C:2010:817,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62009CJ0433,Autriche,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,C-311/09,06/05/2010,ECLI:EU:C:2010:257,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62009CJ0311,Pologne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,C-49/09,28/10/2010,ECLI:EU:C:2010:644,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62009CJ0049,Pologne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,C-41/09,03/03/2011,ECLI:EU:C:2011:108,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62009CJ0041,Pays-Bas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,C-571/08,24/06/2010,ECLI:EU:C:2010:367,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62008CJ0571,Italie,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
44,C-492/08,17/06/2010,ECLI:EU:C:2010:348,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62008CJ0492,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,C-244/08,16/07/2009,ECLI:EU:C:2009:478,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62008CJ0244,Italie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,C-221/08,04/03/2010,ECLI:EU:C:2010:113,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62008CJ0221,Irlande,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
47,C-198/08,04/03/2010,ECLI:EU:C:2010:112,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62008CJ0198,Autriche,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
48,C-197/08,04/03/2010,ECLI:EU:C:2010:111,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62008CJ0197,France,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49,C-154/08,12/11/2009,ECLI:EU:C:2009:695,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62008CJ0154,Espagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,C-144/08,04/06/2009,ECLI:EU:C:2009:348,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62008CJ0144,Finlande,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
51,C-10/08,19/03/2009,ECLI:EU:C:2009:171,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62008CJ0010,Finlande,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
52,C-554/07,16/07/2009,ECLI:EU:C:2009:464,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62007CJ0554,Irlande,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,C-475/07,12/02/2009,ECLI:EU:C:2009:86,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62007CJ0475,Pologne,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54,C-397/07,09/07/2009,ECLI:EU:C:2009:436,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62007CJ0397,Espagne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,C-392/07,08/05/2008,ECLI:EU:C:2008:272,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62007CJ0392,Belgique,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,C-174/07,11/12/2008,ECLI:EU:C:2008:704,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62007CJ0174,Italie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,C-388/06,29/03/2007,ECLI:EU:C:2007:207,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62006CJ0388,France,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,C-132/06,17/07/2008,ECLI:EU:C:2008:412,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62006CJ0132,Italie,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
59,C-104/06,18/01/2007,ECLI:EU:C:2007:40,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62006CJ0104,Suède,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
60,C-13/06,07/12/2006,ECLI:EU:C:2006:765,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62006CJ0013,Grèce,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,C-462/05,12/06/2008,ECLI:EU:C:2008:337,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62005CJ0462,Portugal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
62,C-360/05,05/10/2006,ECLI:EU:C:2006:654,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62005CJ0360,Italie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,C-345/05,26/10/2006,ECLI:EU:C:2006:685,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62005CJ0345,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
64,C-249/05,15/06/2006,ECLI:EU:C:2006:411,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62005CJ0249,Finlande,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,C-178/05,07/06/2007,ECLI:EU:C:2007:317,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62005CJ0178,Grèce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,C-128/05,28/09/2006,ECLI:EU:C:2006:612,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62005CJ0128,Autriche,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,C-90/05,19/01/2006,ECLI:EU:C:2006:58,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62005CJ0090,Luxembourg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,C-197/04,10/11/2005,ECLI:EU:C:2005:672,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62004CJ0197,Allemagne,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
69,C-156/04,07/06/2007,ECLI:EU:C:2007:316,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62004CJ0156,Grèce,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
70,C-349/03,21/07/2005,ECLI:EU:C:2005:488,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62003CJ0349,Royaume-Uni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
71,C-305/03,09/02/2006,ECLI:EU:C:2006:90,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62003CJ0305,Royaume-Uni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,C-243/03,06/10/2005,ECLI:EU:C:2005:589,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62003CJ0243,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,C-204/03,06/10/2005,ECLI:EU:C:2005:588,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62003CJ0204,Espagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,C-197/03,11/05/2006,ECLI:EU:C:2006:306,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62003CJ0197,Italie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,C-464/02,15/09/2005,ECLI:EU:C:2005:546,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62002CJ0464,Danemark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,C-415/02,15/07/2004,ECLI:EU:C:2004:450,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62002CJ0415,Belgique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,C-109/02,23/10/2003,ECLI:EU:C:2003:586,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62002CJ0109,Allemagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,C-437/01,25/09/2003,ECLI:EU:C:2003:498,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62001CJ0437,Italie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,C-240/01,29/04/2004,ECLI:EU:C:2004:251,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62001CJ0240,Allemagne,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
80,C-302/00,27/02/2002,ECLI:EU:C:2002:123,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62000CJ0302,France,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,C-287/00,20/06/2002,ECLI:EU:C:2002:388,https://eur-lex.europa.eu/legal-content/fr/TXT/?uri=CELEX:62000CJ0287,Allemagne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
